time, Feed Pressure [bara],time, Permeate Pressure [bara],time, Retentate Pressure [bara],time, O_2  Permeate [%],time, O_2 Retentate [%],time, Flow Meter [l/min],time, Flow Controller Range (0-50 SLPM) [l/min]
0.690561 , 4.241388,0.728492 , 1.100544,0.757364 , 4.191119,0.773227 , 34.588343,0.793186 , 11.916064,0.940193 , 14.600000,0.979173 , 19.700001
1.707212 , 4.242355,1.744182 , 1.100544,1.773176 , 4.191119,1.789178 , 34.564206,1.808178 , 11.916064,1.957175 , 14.600000,1.996169 , 19.700001
2.724203 , 4.243322,2.759186 , 1.099577,2.788178 , 4.192086,2.804177 , 34.532024,2.823178 , 11.908019,2.986773 , 14.600000,3.028513 , 19.700001
3.756861 , 4.243322,3.778243 , 1.100544,3.806362 , 4.193053,3.836635 , 34.499842,3.856614 , 11.899973,4.005208 , 14.600000,4.045175 , 19.700001
4.774211 , 4.243322,4.794181 , 1.100544,4.822178 , 4.193053,4.852176 , 34.507887,4.872178 , 11.891928,5.021173 , 14.600000,5.062171 , 19.700001
5.791201 , 4.243322,5.809181 , 1.101511,5.837177 , 4.193053,5.870675 , 34.491796,5.899036 , 11.891928,6.041277 , 14.600000,6.087383 , 19.700001
6.812976 , 4.243322,6.838160 , 1.102478,6.857034 , 4.192086,6.900401 , 34.499842,6.928270 , 11.875837,7.058178 , 14.700000,7.104175 , 19.700001
7.830202 , 4.242355,7.853194 , 1.102478,7.872181 , 4.192086,7.916177 , 34.515933,7.944181 , 11.875837,8.074176 , 14.700000,8.138572 , 19.700001
8.847201 , 4.242355,8.902647 , 1.102478,8.922073 , 4.192086,8.948791 , 34.588343,8.996017 , 11.875837,9.107725 , 14.700000,9.163667 , 19.700001
9.874999 , 4.242355,9.921303 , 1.103444,9.938153 , 4.192086,9.964188 , 34.700980,10.011178 , 11.859746,10.124176 , 14.700000,10.180170 , 19.600000
10.892203 , 4.241388,10.937183 , 1.103444,10.953178 , 4.191119,10.979180 , 34.829708,11.026181 , 11.859746,11.151893 , 14.800000,11.197547 , 19.600000
11.921524 , 4.241388,11.992320 , 1.104411,12.025685 , 4.191119,12.044129 , 34.886027,12.062215 , 11.835609,12.169277 , 14.800000,12.214188 , 19.600000
12.939226 , 4.241388,13.008183 , 1.103444,13.042183 , 4.191119,13.059180 , 35.014755,13.081182 , 11.835609,13.186179 , 14.800000,13.230172 , 19.600000
13.956203 , 4.241388,14.023180 , 1.103444,14.057179 , 4.191119,14.074179 , 35.111301,14.096196 , 11.819518,14.229178 , 14.700000,14.248252 , 19.600000
14.996086 , 4.242355,15.040530 , 1.103444,15.073266 , 4.192086,15.095038 , 35.127392,15.113715 , 11.827564,15.246210 , 14.700000,15.265179 , 19.600000
16.013206 , 4.242355,16.056185 , 1.103444,16.089180 , 4.192086,16.110181 , 35.135438,16.129179 , 11.827564,16.263179 , 14.700000,16.282175 , 19.600000
17.030213 , 4.243322,17.071186 , 1.102478,17.104181 , 4.192086,17.136667 , 35.111301,17.159974 , 11.835609,17.292069 , 14.700000,17.309251 , 19.600000
18.052279 , 4.243322,18.100724 , 1.102478,18.120255 , 4.193053,18.153575 , 35.087165,18.188268 , 11.851700,18.308190 , 14.700000,18.326174 , 19.600000
19.069213 , 4.244288,19.116188 , 1.102478,19.136182 , 4.194019,19.169184 , 34.990619,19.204179 , 11.859746,19.325174 , 14.700000,19.343172 , 19.600000
20.086196 , 4.244288,20.145477 , 1.102478,20.184984 , 4.194986,20.201256 , 34.886027,20.233053 , 11.883882,20.354705 , 14.600000,20.373460 , 19.600000
21.111201 , 4.245255,21.170250 , 1.101511,21.200196 , 4.194986,21.217183 , 34.757299,21.248189 , 11.891928,21.372177 , 14.600000,21.390173 , 19.600000
22.133206 , 4.245255,22.186185 , 1.101511,22.215181 , 4.195953,22.232179 , 34.717071,22.263183 , 11.908019,22.402867 , 14.600000,22.435181 , 19.600000
23.159633 , 4.246222,23.214890 , 1.101511,23.239938 , 4.195953,23.266864 , 34.604434,23.287281 , 11.924110,23.420264 , 14.600000,23.451195 , 19.600000
24.177227 , 4.247188,24.232183 , 1.101511,24.256180 , 4.196919,24.282180 , 34.499842,24.303183 , 11.956292,24.436175 , 14.600000,24.467175 , 19.600000
25.194215 , 4.247188,25.247184 , 1.101511,25.271180 , 4.197886,25.297179 , 34.451569,25.318179 , 11.956292,25.466204 , 14.600000,25.487687 , 19.600000
26.238017 , 4.248155,26.276493 , 1.101511,26.292261 , 4.197886,26.312210 , 34.395250,26.333281 , 11.972383,26.482196 , 14.600000,26.504174 , 19.600000
27.255208 , 4.248155,27.292187 , 1.101511,27.308187 , 4.199820,27.327182 , 34.330886,27.349185 , 11.972383,27.499180 , 14.600000,27.520178 , 19.600000
28.272215 , 4.250089,28.307189 , 1.101511,28.323184 , 4.199820,28.342184 , 34.306749,28.364187 , 11.972383,28.535271 , 14.600000,28.553208 , 19.600000
29.289227 , 4.250089,29.322184 , 1.101511,29.351252 , 4.200786,29.374219 , 34.274567,29.399228 , 11.972383,29.552196 , 14.600000,29.570178 , 19.600000
30.306215 , 4.251055,30.337185 , 1.101511,30.367181 , 4.200786,30.397185 , 34.242385,30.415181 , 11.972383,30.568176 , 14.600000,30.587176 , 19.600000
31.323208 , 4.251055,31.352188 , 1.100544,31.384452 , 4.201753,31.419918 , 34.226294,31.440944 , 11.972383,31.592025 , 14.600000,31.612275 , 19.600000
32.348403 , 4.251055,32.387318 , 1.101511,32.420715 , 4.201753,32.437296 , 34.226294,32.460214 , 11.956292,32.608182 , 14.600000,32.629177 , 19.600000
33.365207 , 4.252022,33.403199 , 1.101511,33.436183 , 4.201753,33.453185 , 34.226294,33.475182 , 11.956292,33.625180 , 14.600000,33.651565 , 19.600000
34.382217 , 4.252989,34.440945 , 1.101511,34.461264 , 4.202720,34.477607 , 34.210203,34.498283 , 11.932155,34.658882 , 14.600000,34.687274 , 19.600000
35.419787 , 4.252989,35.456221 , 1.101511,35.477199 , 4.203686,35.493184 , 34.210203,35.514186 , 11.932155,35.675180 , 14.600000,35.704182 , 19.600000
36.437218 , 4.252989,36.472189 , 1.101511,36.492187 , 4.203686,36.508187 , 34.210203,36.529186 , 11.924110,36.709657 , 14.600000,36.736601 , 19.600000
37.458545 , 4.253955,37.496489 , 1.101511,37.531448 , 4.203686,37.548282 , 34.210203,37.564215 , 11.908019,37.726196 , 14.600000,37.753178 , 19.600000
38.475217 , 4.253955,38.512188 , 1.101511,38.547186 , 4.204653,38.564181 , 34.210203,38.580185 , 11.908019,38.743183 , 14.600000,38.770178 , 19.500000
39.492218 , 4.253955,39.527190 , 1.101511,39.562187 , 4.204653,39.579185 , 34.226294,39.595186 , 11.891928,39.771341 , 14.600000,39.789267 , 19.500000
40.540208 , 4.254922,40.556266 , 1.101511,40.577193 , 4.204653,40.594500 , 34.218249,40.617357 , 11.891928,40.788214 , 14.600000,40.806183 , 19.500000
41.557219 , 4.254922,41.573188 , 1.101511,41.592187 , 4.205620,41.610183 , 34.210203,41.633192 , 11.875837,41.804181 , 14.600000,41.823177 , 19.500000
42.574225 , 4.254922,42.590190 , 1.101511,42.607187 , 4.205620,42.625187 , 34.210203,42.656717 , 11.875837,42.821215 , 14.600000,42.839193 , 19.500000
43.591224 , 4.255889,43.619395 , 1.101511,43.638892 , 4.205620,43.670552 , 34.210203,43.689260 , 11.859746,43.837191 , 14.600000,43.855181 , 19.500000
44.608220 , 4.255889,44.635194 , 1.101511,44.655190 , 4.205620,44.686187 , 34.210203,44.705190 , 11.851700,44.854187 , 14.600000,44.871182 , 19.500000
45.625218 , 4.255889,45.651768 , 1.101511,45.690429 , 4.206587,45.707634 , 34.210203,45.730894 , 11.835609,45.878909 , 14.600000,45.904690 , 19.500000
46.643224 , 4.255889,46.667274 , 1.101511,46.706216 , 4.206587,46.723215 , 34.210203,46.746191 , 11.827564,46.897182 , 14.600000,46.921178 , 19.500000
47.660220 , 4.256856,47.691191 , 1.101511,47.721184 , 4.206587,47.738187 , 34.194112,47.761187 , 11.811473,47.924665 , 14.600000,47.949906 , 19.500000
48.702491 , 4.256856,48.725367 , 1.101511,48.746883 , 4.207553,48.769787 , 34.194112,48.790752 , 11.811473,48.943271 , 14.600000,48.967190 , 19.500000
49.720212 , 4.256856,49.741210 , 1.101511,49.762191 , 4.207553,49.787190 , 34.194112,49.806191 , 11.795382,49.959184 , 14.600000,49.983180 , 19.500000
50.737219 , 4.257822,50.756194 , 1.101511,50.777190 , 4.207553,50.802188 , 34.194112,50.821190 , 11.795382,50.976818 , 14.600000,51.005226 , 19.500000
51.759203 , 4.257822,51.778455 , 1.101511,51.796857 , 4.207553,51.818228 , 34.194112,51.836194 , 11.795382,51.993218 , 14.600000,52.021182 , 19.500000
52.776210 , 4.257822,52.794190 , 1.101511,52.812187 , 4.207553,52.833185 , 34.178021,52.851190 , 11.779291,53.010184 , 14.600000,53.037180 , 19.500000
53.793202 , 4.257822,53.809194 , 1.101511,53.827186 , 4.208520,53.848184 , 34.178021,53.866187 , 11.779291,54.048219 , 14.600000,54.065261 , 19.500000
54.812273 , 4.257822,54.828221 , 1.101511,54.844195 , 4.208520,54.865935 , 34.178021,54.884266 , 11.763200,55.065217 , 14.600000,55.082181 , 19.500000
55.829222 , 4.257822,55.845190 , 1.101511,55.861190 , 4.208520,55.881185 , 34.178021,55.900185 , 11.771245,56.082192 , 14.600000,56.099183 , 19.500000
