time, Feed Pressure [bara],time, Permeate Pressure [bara],time, Retentate Pressure [bara],time, O_2  Permeate [%],time, O_2 Retentate [%],time, Flow Meter [l/min],time, Flow Controller Range (0-50 SLPM) [l/min]
0.049546 , 3.933007,0.083516 , 1.142113,0.099515 , 3.594658,0.138525 , 33.614835,0.186542 , 15.504367,0.231520 , 16.200001,0.309518 , 29.900000
1.066550 , 3.933007,1.098539 , 1.142113,1.114526 , 3.594658,1.153517 , 33.614835,1.215315 , 15.496321,1.254681 , 16.200001,1.325549 , 29.900000
2.083546 , 3.933974,2.113527 , 1.142113,2.139727 , 3.594658,2.190652 , 33.614835,2.233605 , 15.488276,2.274593 , 16.200001,2.341517 , 30.000000
3.100545 , 3.933974,3.128519 , 1.142113,3.164518 , 3.594658,3.206523 , 33.614835,3.249515 , 15.488276,3.290520 , 16.200001,3.357510 , 29.900000
4.117538 , 3.933974,4.143517 , 1.142113,4.179518 , 3.594658,4.233272 , 33.598744,4.266804 , 15.488276,4.315623 , 16.200001,4.378902 , 29.900000
5.144694 , 3.933974,5.160634 , 1.142113,5.230180 , 3.595625,5.263884 , 33.598744,5.284651 , 15.488276,5.331524 , 16.200001,5.399507 , 29.900000
6.161546 , 3.933974,6.177518 , 1.142113,6.245518 , 3.594658,6.279514 , 33.598744,6.300513 , 15.488276,6.348509 , 16.200001,6.415508 , 29.900000
7.178544 , 3.933974,7.194526 , 1.142113,7.269329 , 3.594658,7.302205 , 33.590698,7.318596 , 15.488276,7.365526 , 16.200001,7.444449 , 29.900000
8.210628 , 3.933974,8.233537 , 1.142113,8.284603 , 3.594658,8.317530 , 33.582652,8.334529 , 15.464139,8.381510 , 16.200001,8.460509 , 29.900000
9.228539 , 3.933974,9.248531 , 1.142113,9.300518 , 3.595625,9.332517 , 33.582652,9.349516 , 15.464139,9.398519 , 16.200001,9.488860 , 29.900000
10.257139 , 3.933974,10.289519 , 1.142113,10.317605 , 3.595625,10.348540 , 33.574607,10.364518 , 15.448048,10.424588 , 16.200001,10.523796 , 29.900000
11.283615 , 3.933974,11.304541 , 1.142113,11.333526 , 3.595625,11.363516 , 33.566561,11.379518 , 15.448048,11.441511 , 16.200001,11.539510 , 29.900000
12.300547 , 3.934941,12.319518 , 1.142113,12.348518 , 3.595625,12.378522 , 33.574607,12.394523 , 15.448048,12.457514 , 16.200001,12.561612 , 29.900000
13.317581 , 3.934941,13.334546 , 1.142113,13.363521 , 3.595625,13.417260 , 33.566561,13.434654 , 15.448048,13.494960 , 16.200001,13.578544 , 30.000000
14.334546 , 3.933974,14.350544 , 1.142113,14.378529 , 3.595625,14.433520 , 33.566561,14.450525 , 15.431957,14.511514 , 16.200001,14.595509 , 29.900000
15.351532 , 3.934941,15.367519 , 1.142113,15.393519 , 3.595625,15.448517 , 33.566561,15.467431 , 15.448048,15.539627 , 16.200001,15.612548 , 29.900000
16.368545 , 3.934941,16.397524 , 1.142113,16.420557 , 3.595625,16.466643 , 33.566561,16.498210 , 15.448048,16.556503 , 16.200001,16.629522 , 29.900000
17.385540 , 3.934941,17.412539 , 1.142113,17.435522 , 3.595625,17.483516 , 33.566561,17.513517 , 15.464139,17.572518 , 16.200001,17.646523 , 29.900000
18.402555 , 3.934941,18.427522 , 1.142113,18.450530 , 3.595625,18.518142 , 33.558516,18.538609 , 15.464139,18.589509 , 16.200001,18.670405 , 29.900000
19.441753 , 3.934941,19.461353 , 1.142113,19.477624 , 3.595625,19.536779 , 33.558516,19.554562 , 15.464139,19.605518 , 16.200001,19.687512 , 29.900000
20.459543 , 3.934941,20.476539 , 1.142113,20.493519 , 3.595625,20.552519 , 33.558516,20.569519 , 15.448048,20.622522 , 16.200001,20.704515 , 29.900000
21.478243 , 3.934941,21.495161 , 1.142113,21.524091 , 3.595625,21.569602 , 33.558516,21.585550 , 15.448048,21.645727 , 16.200001,21.734126 , 29.900000
22.516710 , 3.934941,22.532590 , 1.142113,22.548544 , 3.596592,22.585529 , 33.558516,22.601517 , 15.448048,22.662526 , 16.200001,22.749515 , 29.900000
23.534551 , 3.934941,23.550541 , 1.142113,23.566530 , 3.596592,23.600520 , 33.558516,23.616522 , 15.448048,23.678524 , 16.200001,23.774313 , 29.900000
24.554285 , 3.934941,24.570594 , 1.142113,24.586558 , 3.595625,24.615518 , 33.534379,24.631517 , 15.448048,24.704435 , 16.200001,24.789551 , 29.900000
25.571543 , 3.934941,25.587519 , 1.142113,25.603535 , 3.596592,25.630527 , 33.534379,25.646524 , 15.464139,25.721518 , 16.200001,25.805514 , 29.900000
26.588548 , 3.934941,26.604523 , 1.142113,26.620518 , 3.596592,26.645516 , 33.534379,26.661516 , 15.464139,26.751291 , 16.200001,26.821515 , 29.900000
27.605542 , 3.934941,27.621525 , 1.142113,27.637521 , 3.596592,27.664044 , 33.534379,27.682971 , 15.464139,27.795600 , 16.200001,27.837526 , 29.900000
28.622573 , 3.934941,28.638533 , 1.142113,28.654529 , 3.595625,28.679519 , 33.534379,28.699519 , 15.448048,28.811520 , 16.200001,28.853514 , 29.900000
29.639550 , 3.934941,29.655523 , 1.142113,29.671516 , 3.596592,29.694526 , 33.534379,29.714542 , 15.448048,29.828558 , 16.200001,29.869530 , 29.900000
30.659145 , 3.934941,30.687135 , 1.142113,30.720040 , 3.596592,30.748638 , 33.534379,30.779889 , 15.431957,30.845548 , 16.200001,30.885514 , 30.000000
31.676553 , 3.934941,31.704524 , 1.142113,31.735518 , 3.596592,31.771517 , 33.534379,31.810530 , 15.431957,31.862523 , 16.200001,31.901511 , 29.900000
32.693543 , 3.934941,32.719524 , 1.142113,32.758762 , 3.596592,32.790616 , 33.534379,32.829610 , 15.431957,32.879544 , 16.200001,32.919667 , 30.000000
33.714914 , 3.934941,33.750263 , 1.142113,33.786084 , 3.596592,33.806514 , 33.534379,33.845527 , 15.431957,33.895518 , 16.200001,33.935514 , 29.900000
34.731552 , 3.934941,34.765525 , 1.142113,34.801522 , 3.596592,34.821519 , 33.534379,34.860522 , 15.431957,34.912520 , 16.200001,34.951521 , 29.900000
35.762625 , 3.934941,35.791571 , 1.142113,35.819625 , 3.595625,35.836560 , 33.518288,35.875534 , 15.431957,35.936070 , 16.200001,35.970912 , 29.900000
36.786631 , 3.934941,36.807552 , 1.142113,36.835526 , 3.596592,36.852529 , 33.518288,36.890532 , 15.415866,36.952519 , 16.200001,36.986522 , 29.900000
37.803545 , 3.934941,37.822547 , 1.142113,37.850532 , 3.595625,37.867521 , 33.518288,37.905520 , 15.415866,37.968516 , 16.200001,38.013638 , 29.900000
38.831607 , 3.934941,38.847549 , 1.142113,38.865523 , 3.595625,38.882529 , 33.518288,38.931492 , 15.415866,38.998650 , 16.200001,39.041186 , 29.900000
39.849550 , 3.934941,39.865524 , 1.142113,39.881521 , 3.595625,39.897519 , 33.518288,39.946532 , 15.415866,40.015515 , 16.200001,40.057517 , 29.900000
40.866576 , 3.933974,40.882531 , 1.142113,40.898530 , 3.595625,40.914528 , 33.518288,40.961523 , 15.415866,41.037344 , 16.200001,41.091603 , 29.900000
41.883547 , 3.934941,41.899525 , 1.142113,41.917646 , 3.595625,41.942589 , 33.518288,41.980624 , 15.415866,42.057603 , 16.200001,42.108532 , 29.900000
42.900537 , 3.933974,42.916528 , 1.142113,42.933524 , 3.596592,42.958529 , 33.518288,42.996522 , 15.415866,43.073522 , 16.200001,43.125516 , 29.900000
43.917558 , 3.933974,43.933533 , 1.142113,43.949523 , 3.595625,43.973523 , 33.518288,44.019857 , 15.415866,44.090610 , 16.200001,44.142538 , 29.900000
44.944267 , 3.933974,44.962258 , 1.142113,44.978613 , 3.595625,45.013276 , 33.518288,45.051546 , 15.415866,45.107550 , 16.200001,45.159522 , 29.900000
45.961545 , 3.934941,45.978536 , 1.142113,45.994530 , 3.595625,46.028525 , 33.502197,46.067521 , 15.399775,46.123516 , 16.200001,46.176515 , 29.900000
46.978550 , 3.934941,46.994536 , 1.142113,47.023738 , 3.595625,47.051267 , 33.502197,47.083610 , 15.407821,47.140531 , 16.200001,47.201534 , 29.900000
47.997094 , 3.933974,48.042659 , 1.142113,48.062612 , 3.595625,48.078553 , 33.502197,48.099537 , 15.415866,48.156522 , 16.200001,48.218528 , 29.900000
49.016548 , 3.933974,49.059523 , 1.142113,49.078530 , 3.595625,49.094529 , 33.502197,49.114532 , 15.415866,49.173519 , 16.200001,49.235517 , 29.900000
50.048673 , 3.933974,50.087738 , 1.142113,50.103595 , 3.594658,50.119549 , 33.502197,50.135529 , 15.415866,50.190651 , 16.200001,50.270804 , 29.900000
51.067609 , 3.933974,51.103534 , 1.142113,51.119529 , 3.595625,51.135523 , 33.502197,51.151526 , 15.415866,51.207518 , 16.200001,51.287516 , 29.900000
52.084539 , 3.933974,52.118539 , 1.142113,52.134533 , 3.595625,52.150531 , 33.486106,52.166536 , 15.415866,52.224520 , 16.200001,52.313100 , 29.900000
53.101567 , 3.933974,53.133527 , 1.142113,53.149525 , 3.595625,53.165522 , 33.486106,53.190404 , 15.415866,53.271552 , 16.200001,53.330571 , 29.900000
54.118563 , 3.933974,54.148527 , 1.142113,54.164525 , 3.595625,54.180521 , 33.486106,54.205522 , 15.415866,54.288525 , 16.200001,54.346526 , 29.900000
55.135548 , 3.933974,55.163528 , 1.142113,55.179523 , 3.595625,55.195522 , 33.486106,55.220523 , 15.415866,55.311040 , 16.200001,55.362575 , 29.900000
56.152556 , 3.933974,56.180706 , 1.142113,56.202554 , 3.595625,56.230634 , 33.486106,56.248733 , 15.431957,56.329605 , 16.200001,56.378552 , 29.900000
57.169557 , 3.933974,57.197526 , 1.142113,57.217526 , 3.595625,57.246535 , 33.486106,57.264526 , 15.431957,57.346530 , 16.200001,57.394527 , 29.900000
58.186562 , 3.933974,58.212530 , 1.142113,58.232526 , 3.595625,58.262813 , 33.486106,58.286028 , 15.431957,58.362521 , 16.200001,58.410549 , 29.900000
59.209483 , 3.933974,59.233903 , 1.142113,59.270269 , 3.595625,59.308626 , 33.486106,59.333620 , 15.431957,59.379531 , 16.200001,59.426533 , 29.900000
60.226563 , 3.933974,60.256530 , 1.142113,60.297524 , 3.595625,60.324525 , 33.494152,60.349526 , 15.431957,60.395523 , 16.200001,60.442528 , 29.900000
61.243559 , 3.933974,61.278250 , 1.142113,61.316551 , 3.595625,61.352225 , 33.486106,61.368600 , 15.415866,61.411526 , 16.200001,61.465828 , 29.900000
62.278799 , 3.933974,62.312446 , 1.142113,62.339568 , 3.595625,62.367550 , 33.486106,62.383541 , 15.415866,62.428535 , 16.200001,62.481533 , 29.900000
63.295549 , 3.933974,63.327529 , 1.142113,63.355523 , 3.595625,63.382537 , 33.486106,63.398532 , 15.415866,63.444521 , 16.200001,63.498530 , 29.900000
64.320653 , 3.933974,64.347524 , 1.142113,64.371554 , 3.595625,64.398561 , 33.486106,64.414537 , 15.415866,64.466526 , 16.200001,64.533721 , 29.900000
65.337560 , 3.933974,65.362552 , 1.142113,65.386540 , 3.595625,65.414537 , 33.486106,65.430537 , 15.415866,65.482530 , 16.200001,65.550531 , 29.900000
66.354557 , 3.933974,66.377530 , 1.142113,66.401527 , 3.595625,66.429524 , 33.486106,66.445524 , 15.415866,66.498529 , 16.200001,66.571564 , 29.900000
67.371563 , 3.934941,67.392543 , 1.142113,67.416527 , 3.595625,67.446685 , 33.486106,67.470625 , 15.415866,67.538532 , 16.200001,67.588591 , 29.900000
