time, Feed Pressure [bara],time, Permeate Pressure [bara],time, Retentate Pressure [bara],time, O_2  Permeate [%],time, O_2 Retentate [%],time, Flow Meter [l/min],time, Flow Controller Range (0-50 SLPM) [l/min]
1.013149 , 4.025812,0.024172 , 1.158547,0.071904 , 3.763833,0.128369 , 33.293014,0.190151 , 14.321675,0.211117 , 16.700001,0.280129 , 24.900000
2.030143 , 4.026778,1.039141 , 1.158547,1.087119 , 3.764800,1.144118 , 33.244741,1.206118 , 14.329721,1.227124 , 16.700001,1.297112 , 24.900000
3.047156 , 4.027745,2.054150 , 1.158547,2.102142 , 3.764800,2.169305 , 33.220604,2.225170 , 14.329721,2.265288 , 16.700001,2.325086 , 24.900000
4.064152 , 4.027745,3.079815 , 1.158547,3.134620 , 3.765766,3.189152 , 33.180376,3.240132 , 14.353857,3.281115 , 16.700001,3.341113 , 24.900000
5.081150 , 4.027745,4.095125 , 1.158547,4.160120 , 3.766733,4.204121 , 33.164285,4.255119 , 14.353857,4.298115 , 16.700001,4.357112 , 24.900000
6.103499 , 4.028712,5.114460 , 1.158547,5.186655 , 3.766733,5.228802 , 33.148194,5.271262 , 14.329721,5.330519 , 16.700001,5.393945 , 24.900000
7.130154 , 4.029678,6.146964 , 1.158547,6.202152 , 3.766733,6.244125 , 33.124058,6.287122 , 14.321675,6.346119 , 16.700001,6.410113 , 24.900000
8.150764 , 4.029678,7.162125 , 1.158547,7.218125 , 3.767700,7.259124 , 33.107967,7.302123 , 14.297539,7.364142 , 16.700001,7.439313 , 24.900000
9.168104 , 4.029678,8.190688 , 1.158547,8.256259 , 3.768666,8.274183 , 33.107967,8.324878 , 14.289493,8.396699 , 16.700001,8.455132 , 24.900000
10.185158 , 4.030645,9.206124 , 1.158547,9.272122 , 3.768666,9.290119 , 33.107967,9.340119 , 14.273402,9.413115 , 16.700001,9.471114 , 24.900000
11.212424 , 4.030645,10.221125 , 1.158547,10.287123 , 3.768666,10.305120 , 33.099921,10.355122 , 14.249266,10.443646 , 16.700001,10.500957 , 24.900000
12.229152 , 4.030645,11.246236 , 1.158547,11.303153 , 3.769633,11.335805 , 33.091876,11.382579 , 14.217083,11.460149 , 16.700001,11.518117 , 24.900000
13.246154 , 4.031612,12.262125 , 1.158547,12.319119 , 3.769633,12.351125 , 33.091876,12.398123 , 14.209038,12.477118 , 16.700001,12.535118 , 24.900000
14.273382 , 4.031612,13.277122 , 1.158547,13.334120 , 3.769633,13.366120 , 33.091876,13.426099 , 14.176856,13.498203 , 16.700001,13.552151 , 24.900000
15.290146 , 4.032579,14.293155 , 1.158547,14.352226 , 3.770600,14.398242 , 33.091876,14.443144 , 14.160765,14.517115 , 16.700001,14.569113 , 24.900000
16.307155 , 4.032579,15.308125 , 1.158547,15.368123 , 3.770600,15.414121 , 33.091876,15.458120 , 14.144674,15.533115 , 16.700001,15.586113 , 24.900000
17.343403 , 4.032579,16.323126 , 1.158547,16.389285 , 3.770600,16.453463 , 33.091876,16.492986 , 14.136628,16.550182 , 16.700001,16.620876 , 24.900000
18.360147 , 4.032579,17.365447 , 1.158547,17.419206 , 3.771567,17.469154 , 33.091876,17.508124 , 14.112492,17.567121 , 16.700001,17.637120 , 24.900000
19.380016 , 4.033545,18.381135 , 1.158547,18.435125 , 3.771567,18.484126 , 33.091876,18.523125 , 14.096401,18.583120 , 16.700001,18.664262 , 24.900000
20.416191 , 4.033545,19.414879 , 1.158547,19.455613 , 3.771567,19.536861 , 33.091876,19.553201 , 14.080310,19.614085 , 16.700001,19.681163 , 24.900000
21.433160 , 4.033545,20.432148 , 1.158547,20.471128 , 3.772533,20.552128 , 33.091876,20.569123 , 14.056173,20.630115 , 16.700001,20.697116 , 24.900000
22.486282 , 4.033545,21.449126 , 1.158547,21.486121 , 3.772533,21.567125 , 33.091876,21.584122 , 14.048127,21.664709 , 16.700001,21.738079 , 24.900000
23.503149 , 4.034512,22.513315 , 1.159513,22.538218 , 3.772533,22.594298 , 33.075785,22.615236 , 14.015945,22.681165 , 16.700001,22.754122 , 24.900000
24.520147 , 4.034512,23.529136 , 1.159513,23.554126 , 3.773500,23.610125 , 33.075785,23.631125 , 13.999854,23.697117 , 16.700001,23.770116 , 24.900000
25.541211 , 4.034512,24.544128 , 1.159513,24.569123 , 3.773500,24.625123 , 33.075785,24.653925 , 13.991809,24.717293 , 16.700001,24.791200 , 24.900000
26.558147 , 4.035479,25.559137 , 1.159513,25.588503 , 3.773500,25.647636 , 33.075785,25.669224 , 13.967672,25.739121 , 16.700001,25.808117 , 24.900000
27.575157 , 4.034512,26.574122 , 1.159513,26.604124 , 3.773500,26.664122 , 33.059694,26.685125 , 13.967672,26.756121 , 16.700001,26.825122 , 24.900000
28.600899 , 4.035479,27.591127 , 1.158547,27.619125 , 3.774467,27.687703 , 33.051648,27.705650 , 13.959627,27.776245 , 16.700001,27.850467 , 24.900000
29.618149 , 4.035479,28.619984 , 1.159513,28.636221 , 3.774467,28.703150 , 33.043603,28.721125 , 13.959627,28.792124 , 16.700001,28.867120 , 24.900000
30.635155 , 4.035479,29.635129 , 1.159513,29.652126 , 3.774467,29.718124 , 33.051648,29.736122 , 13.959627,29.809137 , 16.700001,29.884125 , 24.900000
