time, Feed Pressure [bara],time, Permeate Pressure [bara],time, Retentate Pressure [bara],time, O_2  Permeate [%],time, O_2 Retentate [%],time, Flow Meter [l/min],time, Flow Controller Range (0-50 SLPM) [l/min]
0.124727 , 4.476299,0.168699 , 0.942970,0.140700 , 4.438597,0.204698 , 38.981197,0.239695 , 15.069909,0.364691 , 6.100000,0.412689 , 14.900001
1.141720 , 4.477266,1.183697 , 0.942970,1.157700 , 4.439564,1.219704 , 38.981197,1.264413 , 15.045772,1.387512 , 6.100000,1.444715 , 14.900001
2.175166 , 4.479199,2.220999 , 0.942970,2.194098 , 4.440531,2.251111 , 38.965106,2.286785 , 15.045772,2.403704 , 6.100000,2.461690 , 14.900001
3.192730 , 4.479199,3.236342 , 0.942970,3.209700 , 4.441497,3.266700 , 38.965106,3.302696 , 15.045772,3.420693 , 6.100000,3.478691 , 14.900001
4.209711 , 4.480166,4.266012 , 0.942970,4.225702 , 4.441497,4.291848 , 38.949015,4.320747 , 15.029681,4.446774 , 6.100000,4.500302 , 14.900001
5.232617 , 4.480166,5.283782 , 0.942970,5.253714 , 4.442464,5.317720 , 38.949015,5.335703 , 15.037727,5.463692 , 6.100000,5.516695 , 14.800000
6.249730 , 4.481132,6.299705 , 0.942970,6.268704 , 4.443431,6.332705 , 38.924878,6.350700 , 15.029681,6.479697 , 6.100000,6.533780 , 14.800000
7.267775 , 4.481132,7.320841 , 0.942970,7.301375 , 4.443431,7.351799 , 38.924878,7.367722 , 15.013590,7.499383 , 6.100000,7.549731 , 14.800000
8.284775 , 4.482099,8.336699 , 0.942970,8.316710 , 4.443431,8.367700 , 38.908787,8.383698 , 15.021636,8.515700 , 6.100000,8.565693 , 14.800000
9.301732 , 4.483066,9.351698 , 0.942970,9.331702 , 4.444397,9.382697 , 38.908787,9.398697 , 15.021636,9.554292 , 6.100000,9.589608 , 14.800000
10.324345 , 4.483066,10.366726 , 0.942970,10.350783 , 4.445364,10.408108 , 38.908787,10.431702 , 15.005544,10.570721 , 6.100000,10.605699 , 14.800000
11.341731 , 4.483066,11.382701 , 0.942970,11.366701 , 4.445364,11.423700 , 38.892696,11.446697 , 15.005544,11.587698 , 6.100000,11.621697 , 14.800000
12.358731 , 4.484033,12.397701 , 0.942970,12.381703 , 4.446331,12.438706 , 38.892696,12.461700 , 14.989453,12.605781 , 6.100000,12.644703 , 14.800000
13.375725 , 4.484033,13.419366 , 0.942970,13.402854 , 4.446331,13.459757 , 38.892696,13.497168 , 14.989453,13.621729 , 6.100000,13.660696 , 14.700000
14.392723 , 4.484033,14.434703 , 0.942970,14.418712 , 4.446331,14.475698 , 38.876605,14.512700 , 14.989453,14.638695 , 6.100000,14.676689 , 14.700000
15.409713 , 4.484999,15.449699 , 0.942970,15.433705 , 4.447298,15.490697 , 38.868560,15.529792 , 14.973362,15.664319 , 6.100000,15.695340 , 14.700000
16.438544 , 4.484999,16.479696 , 0.942970,16.459344 , 4.447298,16.512446 , 38.868560,16.546777 , 14.973362,16.680704 , 6.100000,16.714698 , 14.700000
17.455724 , 4.484999,17.494699 , 0.942970,17.474702 , 4.447298,17.527702 , 38.852469,17.562700 , 14.973362,17.696707 , 6.100000,17.731695 , 14.700000
18.472723 , 4.484999,18.510767 , 0.942970,18.489702 , 4.447298,18.545100 , 38.852469,18.596244 , 14.973362,18.735097 , 6.100000,18.774565 , 14.700000
19.498719 , 4.484999,19.540762 , 0.942970,19.522026 , 4.447298,19.560727 , 38.852469,19.611702 , 14.949226,19.751699 , 6.100000,19.791695 , 14.700000
20.515732 , 4.484999,20.555701 , 0.942970,20.537703 , 4.447298,20.575701 , 38.828332,20.626701 , 14.965317,20.778450 , 6.100000,20.821560 , 14.700000
21.542312 , 4.484999,21.584321 , 0.942970,21.560411 , 4.447298,21.599768 , 38.828332,21.641707 , 14.965317,21.794700 , 6.100000,21.838696 , 14.600000
22.559731 , 4.484999,22.599705 , 0.942970,22.575704 , 4.449231,22.615700 , 38.820287,22.656705 , 14.941180,22.811699 , 6.100000,22.855702 , 14.600000
23.576724 , 4.486933,23.614702 , 0.942970,23.592705 , 4.449231,23.630697 , 38.812241,23.671701 , 14.933135,23.834264 , 6.100000,23.872725 , 14.600000
24.597792 , 4.486933,24.629714 , 0.942970,24.613726 , 4.449231,24.645706 , 38.820287,24.698388 , 14.933135,24.851731 , 6.100000,24.889693 , 14.600000
25.614725 , 4.486933,25.646701 , 0.942970,25.630705 , 4.449231,25.662698 , 38.812241,25.723699 , 14.941180,25.868698 , 6.100000,25.906697 , 14.600000
26.631725 , 4.484999,26.663704 , 0.942970,26.647704 , 4.449231,26.679702 , 38.812241,26.738701 , 14.933135,26.884727 , 6.100000,26.928960 , 14.600000
27.648739 , 4.484999,27.701134 , 0.944904,27.680466 , 4.447298,27.745391 , 38.828332,27.778762 , 14.933135,27.901712 , 6.100000,27.944698 , 14.600000
28.665736 , 4.484999,28.727702 , 0.944904,28.695707 , 4.447298,28.760700 , 38.852469,28.794707 , 14.925089,28.917702 , 6.100000,28.960696 , 14.600000
29.682733 , 4.484033,29.742705 , 0.944904,29.710706 , 4.447298,29.786883 , 38.908787,29.817193 , 14.925089,29.937712 , 6.200000,29.996446 , 14.600000
30.703592 , 4.484033,30.764138 , 0.944904,30.732259 , 4.446331,30.801758 , 38.924878,30.832712 , 14.925089,30.954697 , 6.200000,31.012329 , 14.600000
31.734732 , 4.483066,31.781703 , 0.944904,31.750708 , 4.445364,31.817703 , 39.013379,31.847699 , 14.925089,31.970702 , 6.200000,32.032311 , 14.600000
32.751726 , 4.483066,32.810601 , 0.945870,32.779370 , 4.445364,32.841005 , 39.101880,32.866785 , 14.941180,32.988327 , 6.200000,33.048744 , 14.600000
33.776937 , 4.482099,33.838709 , 0.944904,33.794738 , 4.445364,33.856703 , 39.206472,33.882701 , 14.933135,34.004708 , 6.200000,34.065700 , 14.600000
34.793719 , 4.482099,34.853705 , 0.944904,34.809707 , 4.445364,34.871705 , 39.238654,34.897703 , 14.965317,35.031419 , 6.200000,35.087239 , 14.600000
35.825868 , 4.483066,35.873773 , 0.944904,35.857374 , 4.445364,35.889726 , 39.335200,35.942700 , 14.989453,36.054780 , 6.200000,36.112701 , 14.600000
36.843735 , 4.483066,36.889706 , 0.944904,36.872706 , 4.446331,36.905703 , 39.407610,36.957704 , 15.037727,37.071701 , 6.100000,37.129696 , 14.600000
37.860726 , 4.484033,37.904704 , 0.944904,37.887706 , 4.447298,37.920704 , 39.439792,37.972703 , 15.053818,38.103158 , 6.100000,38.146732 , 14.500000
