time, Feed Pressure [bara],time, Permeate Pressure [bara],time, Retentate Pressure [bara],time, O_2  Permeate [%],time, O_2 Retentate [%],time, Flow Meter [l/min],time, Flow Controller Range (0-50 SLPM) [l/min]
35.525696 , 4.165985,35.509727 , 1.196248,35.556694 , 4.122483,35.572689 , 29.817349,35.622699 , 8.351899,35.723789 , 17.900000,34.745681 , 15.900001
36.542682 , 4.164051,36.526763 , 1.195282,36.582304 , 4.120549,36.609495 , 29.833440,36.644724 , 8.190988,36.739740 , 17.900000,35.762697 , 15.800000
37.559695 , 4.161151,37.543726 , 1.195282,37.597699 , 4.118616,37.624701 , 29.833440,37.660701 , 8.118579,37.756688 , 17.900000,36.779725 , 15.900001
38.576729 , 4.161151,38.560748 , 1.195282,38.613731 , 4.117649,38.641053 , 29.865622,38.681358 , 8.038123,38.772707 , 17.900000,37.796682 , 15.800000
39.642781 , 4.159218,39.615203 , 1.194315,39.690046 , 4.116682,39.706849 , 29.905849,39.722774 , 7.989850,39.789701 , 17.900000,38.817487 , 15.800000
40.658699 , 4.159218,40.632725 , 1.194315,40.705692 , 4.115716,40.722695 , 29.978259,40.738693 , 7.989850,40.805685 , 17.900000,39.833691 , 15.800000
41.690794 , 4.160184,41.661380 , 1.192382,41.724757 , 4.118616,41.740681 , 30.002396,41.756708 , 7.989850,41.839808 , 17.900000,40.850683 , 15.500000
42.711771 , 4.163085,42.695175 , 1.192382,42.740706 , 4.119583,42.756693 , 30.098942,42.772693 , 7.853076,42.856691 , 17.800001,41.881456 , 15.300000
43.728697 , 4.165018,43.712716 , 1.192382,43.755692 , 4.121516,43.771690 , 30.171352,43.787692 , 7.708257,43.872689 , 17.800001,42.897683 , 15.300000
44.746722 , 4.165985,44.730753 , 1.192382,44.770699 , 4.123449,44.786702 , 30.235716,44.802696 , 7.627802,44.904661 , 17.800001,43.922145 , 15.300000
45.763698 , 4.167918,45.747724 , 1.192382,45.785690 , 4.125383,45.801697 , 30.316171,45.817694 , 7.555392,45.920687 , 17.800001,44.951877 , 15.300000
46.780696 , 4.169852,46.764718 , 1.192382,46.800691 , 4.127316,46.816671 , 30.436854,46.832694 , 7.603665,46.943962 , 17.900000,45.968684 , 15.300000
47.797700 , 4.171785,47.781735 , 1.192382,47.825066 , 4.129250,47.844870 , 30.557537,47.871222 , 7.611711,47.967777 , 17.900000,46.986780 , 15.300000
48.814697 , 4.172752,48.798726 , 1.192382,48.840696 , 4.130216,48.860693 , 30.605810,48.886694 , 7.724348,48.984687 , 17.900000,48.003700 , 15.300000
49.831696 , 4.173718,49.815729 , 1.192382,49.855694 , 4.132150,49.875693 , 30.726493,49.921637 , 7.836985,50.000721 , 17.900000,49.019686 , 15.300000
50.872669 , 4.176618,50.848643 , 1.192382,50.888714 , 4.133116,50.913910 , 30.831084,50.955296 , 7.949623,51.017721 , 17.900000,50.035691 , 15.300000
51.890694 , 4.177585,51.865726 , 1.194315,51.906694 , 4.135050,51.929692 , 30.895448,51.975695 , 8.022032,52.033691 , 17.900000,51.051692 , 15.300000
52.913746 , 4.179519,52.882717 , 1.194315,52.931802 , 4.136017,52.956797 , 31.008086,52.993778 , 8.126624,53.050722 , 17.900000,52.067687 , 15.300000
53.935346 , 4.180485,53.903086 , 1.194315,53.958667 , 4.138917,53.974764 , 31.112678,54.009703 , 8.207079,54.066695 , 17.900000,53.102928 , 15.300000
54.950699 , 4.181452,54.920727 , 1.194315,54.973698 , 4.139883,54.990694 , 31.144860,55.024695 , 8.255352,55.082688 , 17.900000,54.119689 , 15.200000
55.976676 , 4.183385,55.952202 , 1.195282,56.006797 , 4.140850,56.022726 , 31.241406,56.039701 , 8.351899,56.105650 , 17.900000,55.135689 , 15.300000
56.991704 , 4.184352,56.972776 , 1.194315,57.022695 , 4.142784,57.038696 , 31.321861,57.054695 , 8.408217,57.121692 , 17.900000,56.157726 , 15.200000
58.006700 , 4.185319,57.989728 , 1.195282,58.037700 , 4.143750,58.053694 , 31.378180,58.069705 , 8.456490,58.137694 , 17.900000,57.173688 , 15.200000
59.022700 , 4.187252,59.006745 , 1.194315,59.052698 , 4.144717,59.068694 , 31.402316,59.095408 , 8.480627,59.179877 , 17.900000,58.206967 , 15.200000
60.039700 , 4.189186,60.023720 , 1.195282,60.067697 , 4.145684,60.083696 , 31.450589,60.110701 , 8.528900,60.196690 , 17.900000,59.232779 , 15.200000
61.056699 , 4.190152,61.040720 , 1.195282,61.082694 , 4.146650,61.098693 , 31.506908,61.125701 , 8.544991,61.215272 , 17.900000,60.248688 , 15.200000
62.073700 , 4.191119,62.057720 , 1.195282,62.115812 , 4.148584,62.134828 , 31.522999,62.153717 , 8.561082,62.236779 , 17.900000,61.264725 , 15.200000
63.090701 , 4.192086,63.074718 , 1.195282,63.132697 , 4.148584,63.150697 , 31.555181,63.169698 , 8.569128,63.252692 , 17.900000,62.280696 , 15.200000
64.107699 , 4.193053,64.091719 , 1.196248,64.147697 , 4.151484,64.175986 , 31.587363,64.217210 , 8.585219,64.269739 , 17.900000,63.296690 , 15.200000
65.134401 , 4.194019,65.116767 , 1.196248,65.171515 , 4.152451,65.197041 , 31.619545,65.244793 , 8.601310,65.285697 , 17.900000,64.312694 , 15.200000
66.150720 , 4.194986,66.134711 , 1.196248,66.187697 , 4.152451,66.214703 , 31.635636,66.260698 , 8.601310,66.302691 , 17.900000,65.328692 , 15.200000
67.188654 , 4.195953,67.151720 , 1.196248,67.210177 , 4.154384,67.233081 , 31.643682,67.276737 , 8.617401,67.318699 , 18.000000,66.344689 , 15.200000
68.213908 , 4.196919,68.186982 , 1.196248,68.238789 , 4.155351,68.254727 , 31.651727,68.292711 , 8.617401,68.334695 , 18.000000,67.366703 , 15.200000
69.229700 , 4.197886,69.203720 , 1.196248,69.254700 , 4.155351,69.270697 , 31.659773,69.307698 , 8.617401,69.350693 , 18.000000,68.382690 , 15.100000
70.255659 , 4.199820,70.227775 , 1.196248,70.271783 , 4.157284,70.287727 , 31.667818,70.322714 , 8.617401,70.370535 , 18.000000,69.398693 , 15.100000
71.270721 , 4.200786,71.244777 , 1.196248,71.287697 , 4.157284,71.303720 , 31.683910,71.337706 , 8.617401,71.387704 , 18.000000,70.440668 , 15.100000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.456702 , 15.100000
